ClientName,OwnerRepo,CommitSha,LibraryOld,LibraryNew,Match Results,Time,GitHubRepo,NumberOfMatchedMethods,Number of Times the Library is Used in the Client
kaleidoscope-1.0.1-SNAPSHOT,getlantern/kaleidoscope,,commons-io-2.4,commons-io-2.20.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/commons-io-2.4#commons-io-2.20.0#kaleidoscope-1.0.1-SNAPSHOT.json,2025-08-15 07:15:18.761163,github.com/getlantern/kaleidoscope,0,2
mvbench-0.1.0-SNAPSHOT,tjake/mvbench,,airline-0.7,airline-0.9,github.com/vinayaksh42/UncheckedException/tree/main/Match/airline-0.7#airline-0.9#mvbench-0.1.0-SNAPSHOT.json,2025-08-15 07:16:02.221145,github.com/tjake/mvbench,0,3
mvbench-0.1.0-SNAPSHOT,tjake/mvbench,,metrics-core-3.1.0,metrics-core-4.2.33,github.com/vinayaksh42/UncheckedException/tree/main/Match/metrics-core-3.1.0#metrics-core-4.2.33#mvbench-0.1.0-SNAPSHOT.json,2025-08-15 07:16:16.416793,github.com/tjake/mvbench,7,44
mvbench-0.1.0-SNAPSHOT,tjake/mvbench,,hdrhistogram-metrics-reservoir-1.1.0,hdrhistogram-metrics-reservoir-1.1.3,github.com/vinayaksh42/UncheckedException/tree/main/Match/hdrhistogram-metrics-reservoir-1.1.0#hdrhistogram-metrics-reservoir-1.1.3#mvbench-0.1.0-SNAPSHOT.json,2025-08-15 07:16:18.000805,github.com/tjake/mvbench,0,6
admin-persistence-1.2.1-SNAPSHOT,adminfaces/admin-persistence,694bc4f3b994ccd1cf0259bc70eaa630cc832b0b,javaee-api-7.0,javaee-api-8.0.1,github.com/vinayaksh42/UncheckedException/tree/main/Match/javaee-api-7.0#javaee-api-8.0.1#admin-persistence-1.2.1-SNAPSHOT.json,2025-08-15 07:37:58.758284,github.com/adminfaces/admin-persistence,1,53
admin-persistence-1.2.1-SNAPSHOT,adminfaces/admin-persistence,694bc4f3b994ccd1cf0259bc70eaa630cc832b0b,cdi-api-1.2,cdi-api-2.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/cdi-api-1.2#cdi-api-2.0#admin-persistence-1.2.1-SNAPSHOT.json,2025-08-15 07:38:01.605662,github.com/adminfaces/admin-persistence,0,7
admin-persistence-1.2.1-SNAPSHOT,adminfaces/admin-persistence,694bc4f3b994ccd1cf0259bc70eaa630cc832b0b,primefaces-8.0,primefaces-15.0.6,github.com/vinayaksh42/UncheckedException/tree/main/Match/primefaces-8.0#primefaces-15.0.6#admin-persistence-1.2.1-SNAPSHOT.json,2025-08-15 07:38:05.634482,github.com/adminfaces/admin-persistence,0,8
commons-pipeline-1.0-SNAPSHOT,nuttycom/commons-pipeline,4942025375b48c62b6f25e0b676a85803aae1428,commons-lang-2.1,commons-lang-2.6,github.com/vinayaksh42/UncheckedException/tree/main/Match/commons-lang-2.1#commons-lang-2.6#commons-pipeline-1.0-SNAPSHOT.json,2025-08-15 07:39:01.279772,github.com/nuttycom/commons-pipeline,0,10
commons-pipeline-1.0-SNAPSHOT,nuttycom/commons-pipeline,4942025375b48c62b6f25e0b676a85803aae1428,commons-net-1.4.0,commons-net-3.12.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/commons-net-1.4.0#commons-net-3.12.0#commons-pipeline-1.0-SNAPSHOT.json,2025-08-15 07:39:05.812768,github.com/nuttycom/commons-pipeline,0,22
commons-pipeline-1.0-SNAPSHOT,nuttycom/commons-pipeline,4942025375b48c62b6f25e0b676a85803aae1428,commons-logging-1.0.4,commons-logging-1.3.5,github.com/vinayaksh42/UncheckedException/tree/main/Match/commons-logging-1.0.4#commons-logging-1.3.5#commons-pipeline-1.0-SNAPSHOT.json,2025-08-15 07:39:21.849895,github.com/nuttycom/commons-pipeline,21,186
commons-pipeline-1.0-SNAPSHOT,nuttycom/commons-pipeline,4942025375b48c62b6f25e0b676a85803aae1428,commons-digester-1.7,commons-digester-2.1,github.com/vinayaksh42/UncheckedException/tree/main/Match/commons-digester-1.7#commons-digester-2.1#commons-pipeline-1.0-SNAPSHOT.json,2025-08-15 07:39:50.213443,github.com/nuttycom/commons-pipeline,48,76
commons-pipeline-1.0-SNAPSHOT,nuttycom/commons-pipeline,4942025375b48c62b6f25e0b676a85803aae1428,commons-beanutils-1.6,commons-beanutils-1.8.3,github.com/vinayaksh42/UncheckedException/tree/main/Match/commons-beanutils-1.6#commons-beanutils-1.8.3#commons-pipeline-1.0-SNAPSHOT.json,2025-08-15 07:39:59.676069,github.com/nuttycom/commons-pipeline,1,1
activitiDemo-0.0.1-SNAPSHOT,Bryceyao/activitiDemo,79650e407eab88a5d080ccb482b7268455289374,fastjson-1.2.3,fastjson-2.0.58,github.com/vinayaksh42/UncheckedException/tree/main/Match/fastjson-1.2.3#fastjson-2.0.58#activitiDemo-0.0.1-SNAPSHOT.json,2025-08-15 07:40:24.174509,github.com/Bryceyao/activitiDemo,0,12
vTools-1.0,lupanh/vTools,0d474534a1db5fdc9538cd77b73fc46d8ec81690,opennlp-tools-1.5.3,opennlp-tools-2.5.5,github.com/vinayaksh42/UncheckedException/tree/main/Match/opennlp-tools-1.5.3#opennlp-tools-2.5.5#vTools-1.0.json,2025-08-15 07:41:19.644213,github.com/lupanh/vTools,9,36
sonar-gitlab-plugin-4.1.0-SNAPSHOT,gabrie-allaigre/sonar-gitlab-plugin,1a6b20737c0e034fed35f555442fa493c6268e9f,sonar-plugin-api-7.0,sonar-plugin-api-5.1,github.com/vinayaksh42/UncheckedException/tree/main/Match/sonar-plugin-api-7.0#sonar-plugin-api-5.1#sonar-gitlab-plugin-4.1.0-SNAPSHOT.json,2025-08-15 07:49:58.159443,github.com/gabrie-allaigre/sonar-gitlab-plugin,2,463
streams-1.0-SNAPSHOT,ftrossbach/crossing-the-streams,4314e6452f8e09053fd5149057c5370a8c1a4e77,jackson-databind-2.6.3,jackson-databind-2.16.2,github.com/vinayaksh42/UncheckedException/tree/main/Match/jackson-databind-2.6.3#jackson-databind-2.16.2#streams-1.0-SNAPSHOT.json,2025-08-15 07:51:28.874204,github.com/ftrossbach/crossing-the-streams,0,12
streams-1.0-SNAPSHOT,ftrossbach/crossing-the-streams,4314e6452f8e09053fd5149057c5370a8c1a4e77,kafka-streams-0.10.1.1,kafka-streams-4.0.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/kafka-streams-0.10.1.1#kafka-streams-4.0.0#streams-1.0-SNAPSHOT.json,2025-08-15 07:51:46.491967,github.com/ftrossbach/crossing-the-streams,1,46
streams-1.0-SNAPSHOT,ftrossbach/crossing-the-streams,4314e6452f8e09053fd5149057c5370a8c1a4e77,kafka-clients-0.10.1.1,kafka-clients-4.0.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/kafka-clients-0.10.1.1#kafka-clients-4.0.0#streams-1.0-SNAPSHOT.json,2025-08-15 07:51:59.113523,github.com/ftrossbach/crossing-the-streams,2,30
johm-0.5.0,xetorthio/johm,b63f97ab381c94eb9b7f4a616cf0ee0032664ec9,jedis-1.5.1,jedis-6.1.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/jedis-1.5.1#jedis-6.1.0#johm-0.5.0.json,2025-08-15 08:02:18.715565,github.com/xetorthio/johm,0,25
paystackjava-1.1.0,SeunAdelekan/PaystackJava,6ae740a63d0861d9fd0a66a4dda034e441d8b4bd,httpclient-4.5.3,httpclient-4.5.14,github.com/vinayaksh42/UncheckedException/tree/main/Match/httpclient-4.5.3#httpclient-4.5.14#paystackjava-1.1.0.json,2025-08-15 08:13:24.385288,github.com/SeunAdelekan/PaystackJava,0,7
paystackjava-1.1.0,SeunAdelekan/PaystackJava,6ae740a63d0861d9fd0a66a4dda034e441d8b4bd,json-20170516,json-20250517,github.com/vinayaksh42/UncheckedException/tree/main/Match/json-20170516#json-20250517#paystackjava-1.1.0.json,2025-08-15 08:13:43.901566,github.com/SeunAdelekan/PaystackJava,7,7
epiphany,xiexiaojing/epiphany,451de5acd4704736c778ec2370ddf322dd129b09,netty-all-4.1.7.Final,netty-all-5.0.0.Alpha2,github.com/vinayaksh42/UncheckedException/tree/main/Match/netty-all-4.1.7.Final#netty-all-5.0.0.Alpha2#epiphany.json,2025-08-15 08:15:55.675016,github.com/xiexiaojing/epiphany,2,26
epiphany,xiexiaojing/epiphany,451de5acd4704736c778ec2370ddf322dd129b09,commons-lang3-3.1,commons-lang3-3.18.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/commons-lang3-3.1#commons-lang3-3.18.0#epiphany.json,2025-08-15 08:16:03.682674,github.com/xiexiaojing/epiphany,0,6
feeyo-redisproxy-1.9,variflight/feeyo-redisproxy,9a2ce8d3eacb55b0839235a0b72ba6280c5e9c63,commons-lang3-3.7,commons-lang3-3.18.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/commons-lang3-3.7#commons-lang3-3.18.0#feeyo-redisproxy-1.9.json,2025-08-15 08:26:19.765308,github.com/variflight/feeyo-redisproxy,13,26
feeyo-redisproxy-1.9,variflight/feeyo-redisproxy,9a2ce8d3eacb55b0839235a0b72ba6280c5e9c63,fastjson-1.2.83,fastjson-2.0.58,github.com/vinayaksh42/UncheckedException/tree/main/Match/fastjson-1.2.83#fastjson-2.0.58#feeyo-redisproxy-1.9.json,2025-08-15 08:26:31.186103,github.com/variflight/feeyo-redisproxy,0,15
Explainer-0.0.1-SNAPSHOT,zoho-labs/Explainer,,spark-core_2.10-1.5.2,spark-core_2.10-2.2.3,github.com/vinayaksh42/UncheckedException/tree/main/Match/spark-core_2.10-1.5.2#spark-core_2.10-2.2.3#Explainer-0.0.1-SNAPSHOT.json,2025-08-15 08:35:45.146306,github.com/zoho-labs/Explainer,4,7
Explainer-0.0.1-SNAPSHOT,zoho-labs/Explainer,,spark-catalyst_2.10-1.5.2,spark-catalyst_2.10-2.2.3,github.com/vinayaksh42/UncheckedException/tree/main/Match/spark-catalyst_2.10-1.5.2#spark-catalyst_2.10-2.2.3#Explainer-0.0.1-SNAPSHOT.json,2025-08-15 08:35:59.424061,github.com/zoho-labs/Explainer,0,14
Explainer-0.0.1-SNAPSHOT,zoho-labs/Explainer,,spark-sql_2.10-1.5.2,spark-sql_2.10-2.2.3,github.com/vinayaksh42/UncheckedException/tree/main/Match/spark-sql_2.10-1.5.2#spark-sql_2.10-2.2.3#Explainer-0.0.1-SNAPSHOT.json,2025-08-15 08:36:26.376488,github.com/zoho-labs/Explainer,1,29
Explainer-0.0.1-SNAPSHOT,zoho-labs/Explainer,,spark-mllib_2.10-1.5.2,spark-mllib_2.10-2.2.3,github.com/vinayaksh42/UncheckedException/tree/main/Match/spark-mllib_2.10-1.5.2#spark-mllib_2.10-2.2.3#Explainer-0.0.1-SNAPSHOT.json,2025-08-15 08:36:42.254642,github.com/zoho-labs/Explainer,1,11
fileServer-1.0-SNAPSHOT,zengzhangwei/netty_fileserver,f9d0a327e32f82a790400457973a15509985c63c,commons-beanutils-1.9.3,commons-beanutils-1.11.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/commons-beanutils-1.9.3#commons-beanutils-1.11.0#fileServer-1.0-SNAPSHOT.json,2025-08-15 08:43:17.380144,github.com/zengzhangwei/netty_fileserver,5,5
fileServer-1.0-SNAPSHOT,zengzhangwei/netty_fileserver,f9d0a327e32f82a790400457973a15509985c63c,mybatis-3.4.1,mybatis-3.5.19,github.com/vinayaksh42/UncheckedException/tree/main/Match/mybatis-3.4.1#mybatis-3.5.19#fileServer-1.0-SNAPSHOT.json,2025-08-15 08:43:20.039033,github.com/zengzhangwei/netty_fileserver,0,67
fileServer-1.0-SNAPSHOT,zengzhangwei/netty_fileserver,f9d0a327e32f82a790400457973a15509985c63c,netty-all-4.0.32.Final,netty-all-5.0.0.Alpha2,github.com/vinayaksh42/UncheckedException/tree/main/Match/netty-all-4.0.32.Final#netty-all-5.0.0.Alpha2#fileServer-1.0-SNAPSHOT.json,2025-08-15 08:43:53.307137,github.com/zengzhangwei/netty_fileserver,5,217
fileServer-1.0-SNAPSHOT,zengzhangwei/netty_fileserver,f9d0a327e32f82a790400457973a15509985c63c,tika-core-1.16,tika-core-3.2.2,github.com/vinayaksh42/UncheckedException/tree/main/Match/tika-core-1.16#tika-core-3.2.2#fileServer-1.0-SNAPSHOT.json,2025-08-15 08:43:55.431806,github.com/zengzhangwei/netty_fileserver,0,4
fileServer-1.0-SNAPSHOT,zengzhangwei/netty_fileserver,f9d0a327e32f82a790400457973a15509985c63c,commons-lang3-3.4,commons-lang3-3.18.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/commons-lang3-3.4#commons-lang3-3.18.0#fileServer-1.0-SNAPSHOT.json,2025-08-15 08:43:58.828499,github.com/zengzhangwei/netty_fileserver,0,2
DotGraphics-0.0.1,omerio/graphviz-server,,commons-lang3-3.1,commons-lang3-3.18.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/commons-lang3-3.1#commons-lang3-3.18.0#DotGraphics-0.0.1.json,2025-08-15 08:44:38.163871,github.com/omerio/graphviz-server,0,4
DotGraphics-0.0.1,omerio/graphviz-server,,log4j-1.2.15,log4j-1.2.17,github.com/vinayaksh42/UncheckedException/tree/main/Match/log4j-1.2.15#log4j-1.2.17#DotGraphics-0.0.1.json,2025-08-15 08:50:09.517604,github.com/omerio/graphviz-server,3,3
DotGraphics-0.0.1,omerio/graphviz-server,,httpcore-4.3,httpcore-4.4.16,github.com/vinayaksh42/UncheckedException/tree/main/Match/httpcore-4.3#httpcore-4.4.16#DotGraphics-0.0.1.json,2025-08-15 08:50:31.626359,github.com/omerio/graphviz-server,2,28
ufsac-1.0-SNAPSHOT,getalp/UFSAC,9815d4460cee1da4635e95a20c53c5485f57ec4e,commons-cli-1.4,commons-cli-1.10.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/commons-cli-1.4#commons-cli-1.10.0#ufsac-1.0-SNAPSHOT.json,2025-08-15 08:53:53.428672,github.com/getalp/UFSAC,0,45
ufsac-1.0-SNAPSHOT,getalp/UFSAC,9815d4460cee1da4635e95a20c53c5485f57ec4e,xml-apis-1.3.03,xml-apis-1.4.01,github.com/vinayaksh42/UncheckedException/tree/main/Match/xml-apis-1.3.03#xml-apis-1.4.01#ufsac-1.0-SNAPSHOT.json,2025-08-15 08:53:59.530510,github.com/getalp/UFSAC,0,171
ufsac-1.0-SNAPSHOT,getalp/UFSAC,9815d4460cee1da4635e95a20c53c5485f57ec4e,stanford-corenlp-4.0.0,stanford-corenlp-4.5.10,github.com/vinayaksh42/UncheckedException/tree/main/Match/stanford-corenlp-4.0.0#stanford-corenlp-4.5.10#ufsac-1.0-SNAPSHOT.json,2025-08-15 08:54:09.110129,github.com/getalp/UFSAC,0,8
dkpro-jwktl-1.1.1-SNAPSHOT,dkpro/dkpro-jwktl,ce96b0184efd89dc8e941d9afc9f7e3cb11ac30c,je-5.0.73,je-18.3.12,github.com/vinayaksh42/UncheckedException/tree/main/Match/je-5.0.73#je-18.3.12#dkpro-jwktl-1.1.1-SNAPSHOT.json,2025-08-15 09:01:08.865115,github.com/dkpro/dkpro-jwktl,0,65
dkpro-jwktl-1.1.1-SNAPSHOT,dkpro/dkpro-jwktl,ce96b0184efd89dc8e941d9afc9f7e3cb11ac30c,ant-1.10.11,ant-1.10.15,github.com/vinayaksh42/UncheckedException/tree/main/Match/ant-1.10.11#ant-1.10.15#dkpro-jwktl-1.1.1-SNAPSHOT.json,2025-08-15 09:01:16.766098,github.com/dkpro/dkpro-jwktl,0,2
zpush-0.0.1-SNAPSHOT,hengyunabc/zpush,694bd8676ba388b6f6ca29a6d08f95f6b686ad1d,netty-handler-4.0.27.Final,netty-handler-5.0.0.Alpha2,github.com/vinayaksh42/UncheckedException/tree/main/Match/netty-handler-4.0.27.Final#netty-handler-5.0.0.Alpha2#zpush-0.0.1-SNAPSHOT.json,2025-08-15 09:01:41.604921,github.com/hengyunabc/zpush,3,8
zpush-0.0.1-SNAPSHOT,hengyunabc/zpush,694bd8676ba388b6f6ca29a6d08f95f6b686ad1d,fastjson-1.1.39,fastjson-2.0.58,github.com/vinayaksh42/UncheckedException/tree/main/Match/fastjson-1.1.39#fastjson-2.0.58#zpush-0.0.1-SNAPSHOT.json,2025-08-15 09:01:49.079115,github.com/hengyunabc/zpush,0,21
zpush-0.0.1-SNAPSHOT,hengyunabc/zpush,694bd8676ba388b6f6ca29a6d08f95f6b686ad1d,netty-buffer-4.0.27.Final,netty-buffer-5.0.0.Alpha2,github.com/vinayaksh42/UncheckedException/tree/main/Match/netty-buffer-4.0.27.Final#netty-buffer-5.0.0.Alpha2#zpush-0.0.1-SNAPSHOT.json,2025-08-15 09:01:50.602695,github.com/hengyunabc/zpush,0,33
zpush-0.0.1-SNAPSHOT,hengyunabc/zpush,694bd8676ba388b6f6ca29a6d08f95f6b686ad1d,commons-codec-1.9,commons-codec-1.19.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/commons-codec-1.9#commons-codec-1.19.0#zpush-0.0.1-SNAPSHOT.json,2025-08-15 09:01:55.741904,github.com/hengyunabc/zpush,0,2
zpush-0.0.1-SNAPSHOT,hengyunabc/zpush,694bd8676ba388b6f6ca29a6d08f95f6b686ad1d,netty-transport-4.0.27.Final,netty-transport-5.0.0.Alpha2,github.com/vinayaksh42/UncheckedException/tree/main/Match/netty-transport-4.0.27.Final#netty-transport-5.0.0.Alpha2#zpush-0.0.1-SNAPSHOT.json,2025-08-15 09:02:01.276256,github.com/hengyunabc/zpush,0,50
zpush-0.0.1-SNAPSHOT,hengyunabc/zpush,694bd8676ba388b6f6ca29a6d08f95f6b686ad1d,commons-lang3-3.1,commons-lang3-3.18.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/commons-lang3-3.1#commons-lang3-3.18.0#zpush-0.0.1-SNAPSHOT.json,2025-08-15 09:02:06.771489,github.com/hengyunabc/zpush,0,5
zpush-0.0.1-SNAPSHOT,hengyunabc/zpush,694bd8676ba388b6f6ca29a6d08f95f6b686ad1d,netty-common-4.0.27.Final,netty-common-5.0.0.Alpha2,github.com/vinayaksh42/UncheckedException/tree/main/Match/netty-common-4.0.27.Final#netty-common-5.0.0.Alpha2#zpush-0.0.1-SNAPSHOT.json,2025-08-15 09:05:13.218936,github.com/hengyunabc/zpush,0,25
zpush-0.0.1-SNAPSHOT,hengyunabc/zpush,694bd8676ba388b6f6ca29a6d08f95f6b686ad1d,netty-codec-4.0.27.Final,netty-codec-5.0.0.Alpha2,github.com/vinayaksh42/UncheckedException/tree/main/Match/netty-codec-4.0.27.Final#netty-codec-5.0.0.Alpha2#zpush-0.0.1-SNAPSHOT.json,2025-08-15 09:05:15.378039,github.com/hengyunabc/zpush,0,3
mongo-page-helper-1.0-SNAPSHOT,Ryan-Miao/mongo-page-helper,289b3d33c259bb14c57a69567c50c564a5d2cf37,commons-lang3-3.7,commons-lang3-3.18.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/commons-lang3-3.7#commons-lang3-3.18.0#mongo-page-helper-1.0-SNAPSHOT.json,2025-08-15 09:06:02.575750,github.com/Ryan-Miao/mongo-page-helper,0,1
jbosscc-needle-2.3-SNAPSHOT,akquinet/needle,,junit-4.11,junit-4.13.2,github.com/vinayaksh42/UncheckedException/tree/main/Match/junit-4.11#junit-4.13.2#jbosscc-needle-2.3-SNAPSHOT.json,2025-08-15 09:14:47.271822,github.com/akquinet/needle,1,11
jbosscc-needle-2.3-SNAPSHOT,akquinet/needle,,hibernate-entitymanager-3.6.0.Final,hibernate-entitymanager-6.0.0.Alpha7,github.com/vinayaksh42/UncheckedException/tree/main/Match/hibernate-entitymanager-3.6.0.Final#hibernate-entitymanager-6.0.0.Alpha7#jbosscc-needle-2.3-SNAPSHOT.json,2025-08-15 09:14:52.314221,github.com/akquinet/needle,0,4
jbosscc-needle-2.3-SNAPSHOT,akquinet/needle,,easymock-3.2,easymock-5.6.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/easymock-3.2#easymock-5.6.0#jbosscc-needle-2.3-SNAPSHOT.json,2025-08-15 09:15:01.632934,github.com/akquinet/needle,0,7
jbosscc-needle-2.3-SNAPSHOT,akquinet/needle,,hibernate-jpa-2.0-api-1.0.0.Final,hibernate-jpa-2.0-api-1.0.1.Final,github.com/vinayaksh42/UncheckedException/tree/main/Match/hibernate-jpa-2.0-api-1.0.0.Final#hibernate-jpa-2.0-api-1.0.1.Final#jbosscc-needle-2.3-SNAPSHOT.json,2025-08-15 09:15:09.802637,github.com/akquinet/needle,1,26
jbosscc-needle-2.3-SNAPSHOT,akquinet/needle,,mockito-core-1.9.5,mockito-core-5.18.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/mockito-core-1.9.5#mockito-core-5.18.0#jbosscc-needle-2.3-SNAPSHOT.json,2025-08-15 09:15:14.201226,github.com/akquinet/needle,0,2
thick-0.0.1,marekjelen/thick,2cf563e91188afaf1db0557eb7941261ca5da007,netty-buffer-4.0.13.Final,netty-buffer-5.0.0.Alpha2,github.com/vinayaksh42/UncheckedException/tree/main/Match/netty-buffer-4.0.13.Final#netty-buffer-5.0.0.Alpha2#thick-0.0.1.json,2025-08-15 09:30:38.078364,github.com/marekjelen/thick,1,8
thick-0.0.1,marekjelen/thick,2cf563e91188afaf1db0557eb7941261ca5da007,netty-transport-4.0.13.Final,netty-transport-5.0.0.Alpha2,github.com/vinayaksh42/UncheckedException/tree/main/Match/netty-transport-4.0.13.Final#netty-transport-5.0.0.Alpha2#thick-0.0.1.json,2025-08-15 09:30:57.390799,github.com/marekjelen/thick,0,37
thick-0.0.1,marekjelen/thick,2cf563e91188afaf1db0557eb7941261ca5da007,netty-codec-http-4.0.13.Final,netty-codec-http-5.0.0.Alpha2,github.com/vinayaksh42/UncheckedException/tree/main/Match/netty-codec-http-4.0.13.Final#netty-codec-http-5.0.0.Alpha2#thick-0.0.1.json,2025-08-15 09:31:16.329664,github.com/marekjelen/thick,2,33
indextank-engine-1.0.0,linkedin/indextank-engine,f2354fe9db43786126e304d12aae4322ae7b98b1,log4j-1.2.16,log4j-1.2.17,github.com/vinayaksh42/UncheckedException/tree/main/Match/log4j-1.2.16#log4j-1.2.17#indextank-engine-1.0.0.json,2025-08-15 09:36:14.179757,github.com/linkedin/indextank-engine,33,33
indextank-engine-1.0.0,linkedin/indextank-engine,f2354fe9db43786126e304d12aae4322ae7b98b1,turismo-0.1.0,turismo-1.1.3,github.com/vinayaksh42/UncheckedException/tree/main/Match/turismo-0.1.0#turismo-1.1.3#indextank-engine-1.0.0.json,2025-08-15 09:36:15.176627,github.com/linkedin/indextank-engine,0,10
indextank-engine-1.0.0,linkedin/indextank-engine,f2354fe9db43786126e304d12aae4322ae7b98b1,commons-cli-1.2,commons-cli-1.10.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/commons-cli-1.2#commons-cli-1.10.0#indextank-engine-1.0.0.json,2025-08-15 09:36:30.015359,github.com/linkedin/indextank-engine,51,328
indextank-engine-1.0.0,linkedin/indextank-engine,f2354fe9db43786126e304d12aae4322ae7b98b1,commons-lang3-3.1,commons-lang3-3.18.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/commons-lang3-3.1#commons-lang3-3.18.0#indextank-engine-1.0.0.json,2025-08-15 09:36:32.767540,github.com/linkedin/indextank-engine,0,3
indextank-engine-1.0.0,linkedin/indextank-engine,f2354fe9db43786126e304d12aae4322ae7b98b1,antlr-runtime-3.4,antlr-runtime-3.5.3,github.com/vinayaksh42/UncheckedException/tree/main/Match/antlr-runtime-3.4#antlr-runtime-3.5.3#indextank-engine-1.0.0.json,2025-08-15 09:36:45.267957,github.com/linkedin/indextank-engine,14,139
indextank-engine-1.0.0,linkedin/indextank-engine,f2354fe9db43786126e304d12aae4322ae7b98b1,json-simple-1.1,json-simple-1.1.1,github.com/vinayaksh42/UncheckedException/tree/main/Match/json-simple-1.1#json-simple-1.1.1#indextank-engine-1.0.0.json,2025-08-15 09:36:58.081226,github.com/linkedin/indextank-engine,2,19
log4j-elasticsearch-1.0.0-RELEASE,Downfy/log4j-elasticsearch-java-api,87e5b2495eff800e960c91cdee7bc5343dc308f7,jest-0.0.4,jest-6.3.1,github.com/vinayaksh42/UncheckedException/tree/main/Match/jest-0.0.4#jest-6.3.1#log4j-elasticsearch-1.0.0-RELEASE.json,2025-08-15 09:37:42.823769,github.com/Downfy/log4j-elasticsearch-java-api,0,10
JavaGoogleSpeechRecognizer-1.0.0,goxr3plus/Java-Google-Text-To-Speech,58be09da0dd8ba65973b43f457a372c745cd2170,java-google-speech-api-V2.1,java-google-speech-api-8.0.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/java-google-speech-api-V2.1#java-google-speech-api-8.0.0#JavaGoogleSpeechRecognizer-1.0.0.json,2025-08-15 09:40:16.510955,github.com/goxr3plus/Java-Google-Text-To-Speech,0,6
wss-server,Heit/netty-socketio-spring,943ce3d1fcc3ddf8638798a065ad6a43aac5c237,netty-socketio-1.7.7,netty-socketio-2.0.13,github.com/vinayaksh42/UncheckedException/tree/main/Match/netty-socketio-1.7.7#netty-socketio-2.0.13#wss-server.json,2025-08-15 09:40:39.899184,github.com/Heit/netty-socketio-spring,0,9
at.bestsolution.releng.distrobuilder-0.0.1-SNAPSHOT,tomsontom/distrobuilder,c08846c76b7a3363fa3721864cbbfabadd4f6013,ant-1.8.4,ant-1.10.15,github.com/vinayaksh42/UncheckedException/tree/main/Match/ant-1.8.4#ant-1.10.15#at.bestsolution.releng.distrobuilder-0.0.1-SNAPSHOT.json,2025-08-15 09:42:16.924814,github.com/tomsontom/distrobuilder,1,20
